N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_ERROR,PRES_QC,PSAL,PSAL_ERROR,PSAL_QC,TEMP,TEMP_ERROR,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
2062,167,R,A,4903352,1,71.96,,1,36.811,,1,28.388,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2063,167,R,A,4903352,1,73.92,,1,36.831,,1,28.106,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2064,167,R,A,4903352,1,75.96,,1,36.825,,1,27.768,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2065,167,R,A,4903352,1,78.04,,1,36.815,,1,27.661,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2066,167,R,A,4903352,1,80.08,,1,36.813,,1,27.652,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2067,167,R,A,4903352,1,82.04,,1,36.818,,1,27.591,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2068,167,R,A,4903352,1,84.0,,1,36.847,,1,27.229,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2069,167,R,A,4903352,1,86.0,,1,36.861,,1,26.974,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2070,167,R,A,4903352,1,87.96,,1,36.879,,1,26.628,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2071,167,R,A,4903352,1,89.96,,1,36.894,,1,26.429,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2072,167,R,A,4903352,1,91.92,,1,36.935,,1,26.264,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2073,167,R,A,4903352,1,94.0,,1,37.03,,1,26.295,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2074,167,R,A,4903352,1,96.08,,1,37.052,,1,26.217,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2075,167,R,A,4903352,1,98.0,,1,37.064,,1,26.084,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2076,167,R,A,4903352,1,100.0,,1,37.091,,1,25.991,,1,1,21.7958,-65.45233,2025-09-08 17:12:32
2077,177,R,A,4902502,1,0.4,,1,36.692,,1,30.219,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2078,177,R,A,4902502,1,1.1,,1,36.663,,1,30.221,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2079,177,R,A,4902502,1,4.0,,1,36.645,,1,30.113,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2080,177,R,A,4902502,1,5.3,,1,36.716,,1,29.965,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2081,177,R,A,4902502,1,6.0,,1,36.716,,1,29.955,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2082,177,R,A,4902502,1,7.0,,1,36.717,,1,29.933,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2083,177,R,A,4902502,1,8.0,,1,36.716,,1,29.917,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2084,177,R,A,4902502,1,9.1,,1,36.713,,1,29.899,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2085,177,R,A,4902502,1,10.1,,1,36.713,,1,29.889,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2086,177,R,A,4902502,1,11.0,,1,36.713,,1,29.887,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2087,177,R,A,4902502,1,11.8,,1,36.713,,1,29.882,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2088,177,R,A,4902502,1,12.9,,1,36.711,,1,29.874,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2089,177,R,A,4902502,1,14.0,,1,36.709,,1,29.858,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2090,177,R,A,4902502,1,14.9,,1,36.705,,1,29.844,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2091,177,R,A,4902502,1,15.7,,1,36.704,,1,29.839,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2092,177,R,A,4902502,1,16.9,,1,36.701,,1,29.818,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2093,177,R,A,4902502,1,18.1,,1,36.7,,1,29.807,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2094,177,R,A,4902502,1,19.0,,1,36.7,,1,29.803,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2095,177,R,A,4902502,1,19.9,,1,36.699,,1,29.801,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2096,177,R,A,4902502,1,21.0,,1,36.699,,1,29.8,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2097,177,R,A,4902502,1,21.9,,1,36.699,,1,29.797,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2098,177,R,A,4902502,1,22.8,,1,36.699,,1,29.795,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2099,177,R,A,4902502,1,24.0,,1,36.699,,1,29.792,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2100,177,R,A,4902502,1,24.9,,1,36.699,,1,29.791,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2101,177,R,A,4902502,1,25.7,,1,36.698,,1,29.79,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2102,177,R,A,4902502,1,26.9,,1,36.698,,1,29.786,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2103,177,R,A,4902502,1,28.0,,1,36.698,,1,29.777,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2104,177,R,A,4902502,1,29.1,,1,36.696,,1,29.764,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2105,177,R,A,4902502,1,30.0,,1,36.697,,1,29.761,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2106,177,R,A,4902502,1,30.8,,1,36.696,,1,29.755,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2107,177,R,A,4902502,1,31.9,,1,36.697,,1,29.752,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2108,177,R,A,4902502,1,33.0,,1,36.696,,1,29.751,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2109,177,R,A,4902502,1,34.1,,1,36.696,,1,29.749,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2110,177,R,A,4902502,1,35.0,,1,36.696,,1,29.75,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2111,177,R,A,4902502,1,35.8,,1,36.694,,1,29.743,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2112,177,R,A,4902502,1,37.0,,1,36.694,,1,29.717,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2113,177,R,A,4902502,1,37.9,,1,36.688,,1,29.697,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2114,177,R,A,4902502,1,38.8,,1,36.689,,1,29.692,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2115,177,R,A,4902502,1,40.0,,1,36.69,,1,29.684,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2116,177,R,A,4902502,1,40.9,,1,36.695,,1,29.694,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2117,177,R,A,4902502,1,41.8,,1,36.723,,1,29.744,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2118,177,R,A,4902502,1,43.0,,1,36.74,,1,29.768,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2119,177,R,A,4902502,1,44.0,,1,36.746,,1,29.771,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2120,177,R,A,4902502,1,44.9,,1,36.75,,1,29.77,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2121,177,R,A,4902502,1,45.9,,1,36.751,,1,29.77,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2122,177,R,A,4902502,1,46.8,,1,36.751,,1,29.766,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2123,177,R,A,4902502,1,48.0,,1,36.745,,1,29.75,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2124,177,R,A,4902502,1,48.9,,1,36.734,,1,29.702,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2125,177,R,A,4902502,1,49.8,,1,36.708,,1,29.618,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2126,177,R,A,4902502,1,51.1,,1,36.698,,1,29.571,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2127,177,R,A,4902502,1,52.0,,1,36.699,,1,29.552,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2128,177,R,A,4902502,1,52.9,,1,36.694,,1,29.527,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2129,177,R,A,4902502,1,54.1,,1,36.703,,1,29.526,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2130,177,R,A,4902502,1,55.0,,1,36.709,,1,29.534,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2131,177,R,A,4902502,1,55.8,,1,36.712,,1,29.527,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2132,177,R,A,4902502,1,56.9,,1,36.7,,1,29.478,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2133,177,R,A,4902502,1,58.1,,1,36.69,,1,29.392,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2134,177,R,A,4902502,1,59.0,,1,36.674,,1,29.264,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2135,177,R,A,4902502,1,59.8,,1,36.676,,1,29.204,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2136,177,R,A,4902502,1,60.9,,1,36.679,,1,29.143,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2137,177,R,A,4902502,1,62.1,,1,36.685,,1,28.933,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2138,177,R,A,4902502,1,63.1,,1,36.69,,1,28.862,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2139,177,R,A,4902502,1,64.0,,1,36.691,,1,28.83,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2140,177,R,A,4902502,1,64.8,,1,36.693,,1,28.785,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2141,177,R,A,4902502,1,65.8,,1,36.704,,1,28.597,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2142,177,R,A,4902502,1,67.0,,1,36.709,,1,28.395,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2143,177,R,A,4902502,1,68.0,,1,36.707,,1,28.271,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2144,177,R,A,4902502,1,68.9,,1,36.705,,1,28.205,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2145,177,R,A,4902502,1,69.9,,1,36.719,,1,27.94,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2146,177,R,A,4902502,1,71.0,,1,36.714,,1,27.799,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2147,177,R,A,4902502,1,71.9,,1,36.72,,1,27.671,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2148,177,R,A,4902502,1,72.7,,1,36.724,,1,27.495,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2149,177,R,A,4902502,1,73.9,,1,36.726,,1,27.35,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2150,177,R,A,4902502,1,74.9,,1,36.725,,1,27.295,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2151,177,R,A,4902502,1,76.0,,1,36.712,,1,27.203,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2152,177,R,A,4902502,1,77.1,,1,36.678,,1,27.083,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2153,177,R,A,4902502,1,78.1,,1,36.687,,1,27.045,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2154,177,R,A,4902502,1,79.0,,1,36.692,,1,27.026,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2155,177,R,A,4902502,1,80.0,,1,36.698,,1,26.987,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2156,177,R,A,4902502,1,81.0,,1,36.727,,1,26.946,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2157,177,R,A,4902502,1,82.0,,1,36.75,,1,26.912,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2158,177,R,A,4902502,1,83.0,,1,36.771,,1,26.85,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2159,177,R,A,4902502,1,84.1,,1,36.775,,1,26.837,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2160,177,R,A,4902502,1,85.1,,1,36.783,,1,26.835,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2161,177,R,A,4902502,1,86.0,,1,36.805,,1,26.8,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2162,177,R,A,4902502,1,87.1,,1,36.814,,1,26.728,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2163,177,R,A,4902502,1,88.1,,1,36.816,,1,26.655,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2164,177,R,A,4902502,1,89.0,,1,36.81,,1,26.619,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2165,177,R,A,4902502,1,90.2,,1,36.806,,1,26.604,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2166,177,R,A,4902502,1,90.8,,1,36.811,,1,26.482,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2167,177,R,A,4902502,1,91.9,,1,36.813,,1,26.379,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2168,177,R,A,4902502,1,93.1,,1,36.819,,1,26.235,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2169,177,R,A,4902502,1,94.1,,1,36.833,,1,26.128,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2170,177,R,A,4902502,1,95.0,,1,36.841,,1,26.116,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2171,177,R,A,4902502,1,96.0,,1,36.849,,1,26.119,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2172,177,R,A,4902502,1,96.9,,1,36.853,,1,26.078,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2173,177,R,A,4902502,1,98.0,,1,36.852,,1,26.008,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2174,177,R,A,4902502,1,99.0,,1,36.853,,1,25.885,,1,1,23.55547523498535,-74.63475036621094,2025-09-09 02:29:00
2175,62,A,A,1902363,1,3.7,,1,36.80965,,1,29.229,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2176,62,A,A,1902363,1,4.2,,1,36.80965,,1,29.23,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2177,62,A,A,1902363,1,5.5,,1,36.80965,,1,29.231,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2178,62,A,A,1902363,1,6.4,,1,36.80965,,1,29.231,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2179,62,A,A,1902363,1,7.3,,1,36.80966,,1,29.231,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2180,62,A,A,1902363,1,8.3,,1,36.80966,,1,29.231,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2181,62,A,A,1902363,1,9.5,,1,36.80966,,1,29.232,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2182,62,A,A,1902363,1,10.8,,1,36.80966,,1,29.23,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2183,62,A,A,1902363,1,12.5,,1,36.80966,,1,29.231,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2184,62,A,A,1902363,1,14.5,,1,36.80966,,1,29.232,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2185,62,A,A,1902363,1,16.5,,1,36.80966,,1,29.231,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2186,62,A,A,1902363,1,18.5,,1,36.80966,,1,29.23,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2187,62,A,A,1902363,1,20.4,,1,36.80966,,1,29.23,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2188,62,A,A,1902363,1,22.4,,1,36.80966,,1,29.228,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2189,62,A,A,1902363,1,24.4,,1,36.81167,,1,29.227,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2190,62,A,A,1902363,1,26.5,,1,36.81166,,1,29.232,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2191,62,A,A,1902363,1,28.6,,1,36.81966,,1,29.231,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2192,62,A,A,1902363,1,30.6,,1,36.83067,,1,29.228,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2193,62,A,A,1902363,1,32.5,,1,36.85267,,1,29.228,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2194,62,A,A,1902363,1,34.4,,1,36.87767,,1,29.158,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2195,62,A,A,1902363,1,36.4,,1,36.87767,,1,28.871,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2196,62,A,A,1902363,1,38.5,,1,36.84167,,1,28.643,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2197,62,A,A,1902363,1,40.6,,1,36.82867,,1,28.555,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2198,62,A,A,1902363,1,42.5,,1,36.83167,,1,28.487,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2199,62,A,A,1902363,1,44.5,,1,36.82968,,1,28.425,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2200,62,A,A,1902363,1,46.6,,1,36.82367,,1,28.372,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2201,62,A,A,1902363,1,48.5,,1,36.82067,,1,28.299,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2202,62,A,A,1902363,1,50.3,,1,36.81968,,1,28.272,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2203,62,A,A,1902363,1,52.5,,1,36.82167,,1,28.227,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2204,62,A,A,1902363,1,54.5,,1,36.81868,,1,28.094,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2205,62,A,A,1902363,1,56.4,,1,36.81168,,1,28.013,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2206,62,A,A,1902363,1,58.3,,1,36.80968,,1,27.898,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2207,62,A,A,1902363,1,60.3,,1,36.79768,,1,27.65,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2208,62,A,A,1902363,1,62.5,,1,36.80368,,1,27.567,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2209,62,A,A,1902363,1,64.6,,1,36.83269,,1,27.526,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2210,62,A,A,1902363,1,66.5,,1,36.83468,,1,27.502,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2211,62,A,A,1902363,1,68.4,,1,36.84468,,1,27.201,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2212,62,A,A,1902363,1,70.3,,1,36.84468,,1,26.757,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2213,62,A,A,1902363,1,72.5,,1,36.86169,,1,26.343,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2214,62,A,A,1902363,1,74.6,,1,36.83569,,1,26.255,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2215,62,A,A,1902363,1,76.5,,1,36.83669,,1,25.981,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2216,62,A,A,1902363,1,78.4,,1,36.87068,,1,25.691,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2217,62,A,A,1902363,1,80.4,,1,36.83968,,1,25.507,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2218,62,A,A,1902363,1,82.6,,1,36.87968,,1,25.334,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2219,62,A,A,1902363,1,84.5,,1,36.92169,,1,25.2,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2220,62,A,A,1902363,1,86.4,,1,36.92569,,1,25.064,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2221,62,A,A,1902363,1,88.4,,1,36.91669,,1,24.767,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2222,62,A,A,1902363,1,90.4,,1,36.89669,,1,24.538,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2223,62,A,A,1902363,1,92.4,,1,36.89869,,1,24.402,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2224,62,A,A,1902363,1,94.5,,1,36.90569,,1,24.273,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2225,62,A,A,1902363,1,96.5,,1,36.90569,,1,24.244,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2226,62,A,A,1902363,1,98.5,,1,36.90869,,1,24.161,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2227,62,A,A,1902363,1,100.1,,1,36.95169,,1,24.189,,1,1,23.88224,-70.66823,2025-09-09 13:53:59
2228,141,R,A,1902406,1,1.0,,1,37.59,,1,28.553,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2229,141,R,A,1902406,1,2.0,,1,37.59,,1,28.552,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2230,141,R,A,1902406,1,3.0,,1,37.59,,1,28.552,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2231,141,R,A,1902406,1,4.0,,1,37.59,,1,28.553,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2232,141,R,A,1902406,1,5.04,,1,37.59,,1,28.552,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2233,141,R,A,1902406,1,6.0,,1,37.59,,1,28.554,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2234,141,R,A,1902406,1,7.0,,1,37.589,,1,28.554,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2235,141,R,A,1902406,1,8.0,,1,37.589,,1,28.554,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2236,141,R,A,1902406,1,9.0,,1,37.59,,1,28.555,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2237,141,R,A,1902406,1,10.28,,1,37.59,,1,28.555,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2238,141,R,A,1902406,1,12.0,,1,37.59,,1,28.553,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2239,141,R,A,1902406,1,14.0,,1,37.591,,1,28.54,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2240,141,R,A,1902406,1,16.04,,1,37.591,,1,28.539,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2241,141,R,A,1902406,1,18.04,,1,37.591,,1,28.535,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2242,141,R,A,1902406,1,20.0,,1,37.591,,1,28.535,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2243,141,R,A,1902406,1,22.0,,1,37.591,,1,28.537,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2244,141,R,A,1902406,1,23.96,,1,37.591,,1,28.531,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2245,141,R,A,1902406,1,25.96,,1,37.592,,1,28.515,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2246,141,R,A,1902406,1,27.96,,1,37.592,,1,28.501,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2247,141,R,A,1902406,1,30.04,,1,37.593,,1,28.496,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2248,141,R,A,1902406,1,32.04,,1,37.593,,1,28.491,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2249,141,R,A,1902406,1,34.0,,1,37.593,,1,28.487,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2250,141,R,A,1902406,1,36.0,,1,37.593,,1,28.482,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2251,141,R,A,1902406,1,38.04,,1,37.592,,1,28.479,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2252,141,R,A,1902406,1,40.04,,1,37.591,,1,28.476,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2253,141,R,A,1902406,1,42.04,,1,37.587,,1,28.469,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2254,141,R,A,1902406,1,44.0,,1,37.575,,1,28.428,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2255,141,R,A,1902406,1,46.0,,1,37.52,,1,27.842,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2256,141,R,A,1902406,1,48.0,,1,37.442,,1,26.892,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2257,141,R,A,1902406,1,50.04,,1,37.4,,1,26.445,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2258,141,R,A,1902406,1,52.0,,1,37.393,,1,26.356,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2259,141,R,A,1902406,1,53.96,,1,37.384,,1,26.247,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2260,141,R,A,1902406,1,56.0,,1,37.374,,1,26.035,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2261,141,R,A,1902406,1,58.0,,1,37.363,,1,25.833,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2262,141,R,A,1902406,1,59.96,,1,37.357,,1,25.623,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2263,141,R,A,1902406,1,62.04,,1,37.347,,1,25.46,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2264,141,R,A,1902406,1,64.08,,1,37.345,,1,25.323,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2265,141,R,A,1902406,1,66.0,,1,37.342,,1,25.183,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2266,141,R,A,1902406,1,68.0,,1,37.341,,1,25.114,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2267,141,R,A,1902406,1,70.04,,1,37.343,,1,24.958,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2268,141,R,A,1902406,1,72.04,,1,37.333,,1,24.759,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2269,141,R,A,1902406,1,74.0,,1,37.303,,1,24.546,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2270,141,R,A,1902406,1,75.96,,1,37.293,,1,24.465,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2271,141,R,A,1902406,1,78.0,,1,37.288,,1,24.312,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2272,141,R,A,1902406,1,80.0,,1,37.268,,1,24.151,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2273,141,R,A,1902406,1,81.92,,1,37.263,,1,24.099,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
2274,141,R,A,1902406,1,84.0,,1,37.264,,1,24.005,,1,1,27.34598,-49.40504,2025-09-09 18:58:04
